UserID,TotalActionNum,Time,Task,TaskActionNum,Address,Key,AssemblyDist,BlockDist,FunctionDist
004,34,1661811451.392807,Point_of_Interest_Analysis_4,10,0040788f,004077eb,29,1,0
004,35,1661811482.925234,Point_of_Interest_Analysis_4,11,0040778b,004077eb,12,2,0
004,36,1661811482.925234,Point_of_Interest_Analysis_4,12,0040788f,004077eb,29,1,0
004,37,1661811483.778525,Point_of_Interest_Analysis_4,13,0040778b,004077eb,12,2,0
004,38,1661811483.778525,Point_of_Interest_Analysis_4,14,0040788f,004077eb,29,1,0
004,39,1661811494.4285,Point_of_Interest_Analysis_4,15,0040778b,004077eb,12,2,0
004,40,1661811499.004588,Point_of_Interest_Analysis_4,16,0040778b,004077eb,12,2,0
004,41,1661811507.148054,Point_of_Interest_Analysis_4,17,0040778b,004077eb,12,2,0
004,42,1661811526.131621,Point_of_Interest_Analysis_4,18,0040778b,004077eb,12,2,0
004,43,1661811574.499673,Point_of_Interest_Analysis_4,19,0040778b,004077eb,12,2,0
004,44,1661811576.156545,Point_of_Interest_Analysis_4,20,0040778b,004077eb,12,2,0
004,45,1661811583.994032,Point_of_Interest_Analysis_4,21,0040778b,004077eb,12,2,0
004,46,1661811584.348182,Point_of_Interest_Analysis_4,22,0040781b,004077eb,9,0,0
004,47,1661811584.348182,Point_of_Interest_Analysis_4,23,0040778b,004077eb,12,2,0
004,48,1661811599.632982,Point_of_Interest_Analysis_4,24,0040778b,004077eb,12,2,0
004,49,1661811605.75189,Point_of_Interest_Analysis_4,25,0040778b,004077eb,12,2,0
004,50,1661811612.528001,Point_of_Interest_Analysis_4,26,0040778b,004077eb,12,2,0
004,51,1661811613.884071,Point_of_Interest_Analysis_4,27,00407841,004077eb,19,0,0
004,52,1661811613.884071,Point_of_Interest_Analysis_4,28,0040778b,004077eb,12,2,0
004,53,1661811640.43361,Point_of_Interest_Analysis_4,29,0040778b,004077eb,12,2,0
004,54,1661811643.968985,Point_of_Interest_Analysis_4,30,0040778b,004077eb,12,2,0
004,55,1661811644.705428,Point_of_Interest_Analysis_4,31,00407841,004077eb,19,0,0
004,56,1661811644.705428,Point_of_Interest_Analysis_4,32,00407848,004077eb,21,0,0
004,57,1661811646.16969,Point_of_Interest_Analysis_4,33,00407841,004077eb,19,0,0
004,58,1661811646.16969,Point_of_Interest_Analysis_4,34,00407848,004077eb,21,0,0
004,59,1661811648.546202,Point_of_Interest_Analysis_4,35,00407841,004077eb,19,0,0
004,60,1661811648.546202,Point_of_Interest_Analysis_4,36,0040778b,004077eb,12,2,0
004,61,1661811650.481653,Point_of_Interest_Analysis_4,37,0040778b,004077eb,12,2,0
004,62,1661811650.481653,Point_of_Interest_Analysis_4,38,00407841,004077eb,19,0,0
004,63,1661811654.081044,Point_of_Interest_Analysis_4,39,0040778b,004077eb,12,2,0
004,64,1661811659.129042,Point_of_Interest_Analysis_4,40,00407841,004077eb,19,0,0
004,65,1661811659.129042,Point_of_Interest_Analysis_4,41,0040778b,004077eb,12,2,0
004,66,1661811665.445057,Point_of_Interest_Analysis_4,42,00407841,004077eb,19,0,0
004,67,1661811665.445057,Point_of_Interest_Analysis_4,43,0040778b,004077eb,12,2,0
004,68,1661811668.665834,Point_of_Interest_Analysis_4,44,00407841,004077eb,19,0,0
004,69,1661811668.665834,Point_of_Interest_Analysis_4,45,0040778b,004077eb,12,2,0
004,70,1661811722.40647,Point_of_Interest_Analysis_4,46,00407841,004077eb,19,0,0
004,71,1661811722.40647,Point_of_Interest_Analysis_4,47,0040778b,004077eb,12,2,0
004,72,1661811734.140273,Point_of_Interest_Analysis_4,48,0040778b,004077eb,12,2,0
004,73,1661811736.099754,Point_of_Interest_Analysis_4,49,004077eb,004077eb,0,0,0
004,74,1661811736.099754,Point_of_Interest_Analysis_4,50,0040778b,004077eb,12,2,0
004,75,1661811804.679288,Point_of_Interest_Analysis_4,51,004077eb,004077eb,0,0,0
004,76,1661811804.679288,Point_of_Interest_Analysis_4,52,0040778b,004077eb,12,2,0
