UserID,Time,TaskLoad,Engagement
002,1648502549.384,5.295,0.154
002,1648502549.884,13.718,0.086
002,1648502550.384,2.475,0.172
002,1648502550.884,4.01,0.147
002,1648502551.384,3.645,0.253
002,1648502551.884,6.463,0.21
002,1648502552.385,2.842,0.216
002,1648502552.885,4.106,0.236
002,1648502553.385,2.544,0.253
002,1648502553.885,1.966,0.21
002,1648502554.385,2.141,0.167
002,1648502554.885,1.112,0.258
002,1648502555.385,1.387,0.14
002,1648502555.885,1.875,0.144
002,1648502556.385,1.363,0.172
002,1648502556.885,1.758,0.168
002,1648502557.385,2.403,0.212
002,1648502557.885,1.408,0.277
002,1648502558.385,1.663,0.177
002,1648502558.885,3.306,0.21
002,1648502559.385,2.191,0.214
002,1648502559.885,3.663,0.227
002,1648502560.385,2.495,0.222
002,1648502560.885,3.549,0.208
002,1648502561.385,3.585,0.131
002,1648502561.885,4.328,0.125
002,1648502562.385,1.038,0.221
002,1648502562.886,1.861,0.16
002,1648502563.386,2.03,0.16
002,1648502563.886,0.881,0.123
002,1648502564.386,2.393,0.115
002,1648502564.886,1.403,0.164
002,1648502565.386,1.695,0.517
002,1648502565.886,1.147,1.446
002,1648502566.386,0.568,4.006
002,1648502566.886,0.659,3.855
002,1648502567.386,0.517,4.024
002,1648502567.886,0.334,3.403
002,1648502568.386,0.705,3.803
002,1648502568.886,0.591,2.434
002,1648502569.386,4.644,0.338
002,1648502569.886,1.822,0.191
002,1648502570.386,1.136,0.243
002,1648502570.886,2.708,0.253
002,1648502571.386,2.199,0.202
002,1648502571.886,1.401,0.203
002,1648502572.386,1.442,0.211
002,1648502572.886,3.572,0.124
002,1648502573.387,2.667,0.317
002,1648502573.887,4.588,0.22
002,1648502574.387,4.004,0.165
002,1648502574.887,3.174,0.356
002,1648502575.387,1.765,0.229
002,1648502575.887,3.23,0.341
002,1648502576.387,3.337,0.293
002,1648502576.887,2.111,0.366
002,1648502577.387,2.08,0.264
002,1648502577.887,2.767,0.364
002,1648502578.387,2.928,0.489
002,1648502578.887,2.873,0.271
002,1648502579.387,2.874,0.365
002,1648502579.887,2.34,0.42
002,1648502580.387,4.03,0.121
002,1648502580.887,2.613,0.242
002,1648502581.387,1.667,0.377
002,1648502581.887,1.603,0.273
002,1648502582.387,5.966,0.19
002,1648502582.887,2.286,0.191
002,1648502583.387,3.1,0.133
002,1648502583.888,1.133,0.211
002,1648502584.388,2.204,0.124
002,1648502584.888,2.841,0.208
002,1648502585.388,2.382,0.181
002,1648502585.888,5.553,0.213
002,1648502586.388,2.938,0.205
002,1648502586.888,3.573,0.221
002,1648502587.388,1.909,0.202
002,1648502587.888,1.119,0.197
002,1648502588.388,3.529,0.128
002,1648502588.888,3.003,0.13
002,1648502589.388,1.582,0.151
002,1648502589.888,1.429,0.199
002,1648502590.388,1.844,0.24
002,1648502590.888,2.734,0.215
002,1648502591.388,1.332,0.169
002,1648502591.888,2.973,0.108
002,1648502592.388,2.587,0.257
002,1648502592.888,2.615,0.215
002,1648502593.388,2.555,0.224
002,1648502593.888,1.715,0.184
002,1648502594.388,3.137,0.151
002,1648502594.889,2.258,0.244
002,1648502595.389,2.829,0.19
002,1648502595.889,2.122,0.241
002,1648502596.389,2.039,0.173
002,1648502596.889,3.508,0.09
002,1648502597.389,3.322,0.184
002,1648502597.889,3.255,0.121
002,1648502598.389,1.193,0.15
002,1648502598.889,2.085,0.141
002,1648502599.389,4.308,0.142
002,1648502599.889,1.894,0.158
002,1648502600.389,1.051,0.22
002,1648502600.889,1.772,0.245
002,1648502601.389,1.465,0.284
002,1648502601.889,2.655,0.269
002,1648502602.389,2.08,0.165
002,1648502602.889,2.807,0.142
002,1648502603.389,5.363,0.071
002,1648502603.889,4.873,0.088
002,1648502604.389,2.747,0.14
002,1648502604.889,5.457,0.1
002,1648502605.390,3.257,0.106
002,1648502605.890,2.364,0.18
002,1648502606.390,3.8,0.114
002,1648502606.890,3.611,0.084
002,1648502607.390,2.347,0.086
002,1648502607.890,4.395,0.103
002,1648502608.390,1.745,0.139
002,1648502608.890,3.079,0.146
002,1648502609.390,2.182,0.182
002,1648502609.890,3.109,0.153
002,1648502610.390,2.131,0.189
002,1648502610.890,3.646,0.102
002,1648502611.390,1.637,0.31
002,1648502611.890,1.886,0.11
002,1648502612.390,1.615,0.239
002,1648502612.890,2.086,0.192
002,1648502613.390,2.035,0.188
002,1648502613.890,3.63,0.249
002,1648502614.390,2.611,0.167
002,1648502614.890,2.673,0.118
002,1648502615.390,1.722,0.601
002,1648502615.891,0.54,1.663
002,1648502616.391,0.468,3.156
002,1648502616.891,0.354,3.264
002,1648502617.391,0.382,3.363
002,1648502617.891,0.725,1.798
002,1648502618.391,0.773,6.526
002,1648502618.891,0.915,5.861
002,1648502619.391,0.372,1.273
002,1648502619.891,0.572,1.337
002,1648502620.391,0.99,0.513
002,1648502620.891,0.719,1.078
002,1648502621.391,0.683,8.285
002,1648502621.891,0.683,2.607
002,1648502622.391,1.894,0.461
002,1648502622.891,2.107,0.311
002,1648502623.391,0.863,0.237
002,1648502623.891,0.79,0.254
002,1648502624.391,1.105,0.438
002,1648502624.891,1.287,0.221
002,1648502625.391,2.235,0.188
002,1648502625.891,2.482,0.192
002,1648502626.391,3.211,0.231
002,1648502626.892,2.805,0.25
002,1648502627.392,1.39,0.302
002,1648502627.892,1.862,0.272
002,1648502628.392,1.921,0.672
002,1648502628.892,0.609,1.644
002,1648502629.392,1.406,4.715
002,1648502629.892,0.465,2.121
002,1648502630.392,3.256,0.457
002,1648502630.892,4.798,0.228
002,1648502631.392,2.594,0.383
002,1648502631.892,0.696,1.086
002,1648502632.392,0.991,4.105
002,1648502632.892,0.301,3.43
002,1648502633.392,1.249,1.126
002,1648502633.892,2.412,0.286
002,1648502634.392,1.645,0.333
002,1648502634.892,1.65,0.315
002,1648502635.392,0.891,0.196
002,1648502635.892,2,0.221
002,1648502636.392,2.73,0.297
002,1648502636.892,3.542,0.341
002,1648502637.393,3.017,0.322
002,1648502637.893,2.389,0.301
002,1648502638.393,1.968,0.311
002,1648502638.893,1.829,1.227
002,1648502639.393,0.291,2.654
002,1648502639.893,0.327,3.412
002,1648502640.393,0.982,0.908
002,1648502640.893,1.136,0.229
002,1648502641.393,1.399,0.275
002,1648502641.893,1.299,0.22
002,1648502642.393,2.606,0.251
002,1648502642.893,2.297,0.222
002,1648502643.393,0.758,0.351
002,1648502643.893,1.584,0.356
002,1648502644.393,2.933,0.411
002,1648502644.893,2.406,0.251
002,1648502645.393,0.902,0.489
002,1648502645.893,0.555,0.283
002,1648502646.393,1.216,0.247
002,1648502646.893,1.515,0.192
002,1648502647.393,1.261,0.138
002,1648502647.894,1.444,0.279
002,1648502648.394,1.348,0.284
002,1648502648.894,1.449,0.193
002,1648502649.394,1.139,0.286
002,1648502649.894,2.349,0.161
002,1648502650.394,2.894,0.221
002,1648502650.894,2.095,0.258
002,1648502651.394,4.688,0.157
002,1648502651.894,2.32,0.138
002,1648502652.394,4.152,0.08
002,1648502652.894,1.354,0.12
002,1648502653.394,2.702,0.166
002,1648502653.894,1.065,0.209
002,1648502654.394,1.146,0.263
002,1648502654.894,1.213,0.106
002,1648502655.394,4.009,0.099
002,1648502655.894,2.501,0.124
002,1648502656.394,3.472,0.136
002,1648502656.894,1.342,0.123
002,1648502657.394,5.57,0.097
002,1648502657.894,5.247,0.13
002,1648502658.395,6.475,0.096
002,1648502658.895,2.471,0.117
002,1648502659.395,3.162,0.124
002,1648502659.895,3.995,0.148
002,1648502660.395,0.772,0.137
002,1648502660.895,1.319,0.163
002,1648502661.395,7.69,0.081
002,1648502661.895,1.229,0.188
002,1648502662.395,2.592,0.112
002,1648502662.895,3.971,0.123
002,1648502663.395,1.988,0.139
002,1648502663.895,2.681,0.131
002,1648502664.395,2.686,0.143
002,1648502664.895,2.372,0.081
002,1648502665.395,2.447,0.114
002,1648502665.895,2.959,0.086
002,1648502666.395,2.471,0.149
002,1648502666.895,3.331,0.096
002,1648502667.395,2.008,0.09
002,1648502667.895,1.858,0.138
002,1648502668.395,2.934,0.144
002,1648502668.895,3.423,0.093
002,1648502669.396,1.874,0.139
002,1648502669.896,3.314,0.226
002,1648502670.396,2.652,0.092
002,1648502670.896,10.143,0.069
002,1648502671.396,3.041,0.101
002,1648502671.896,5.546,0.143
002,1648502672.396,1.907,0.485
002,1648502672.896,2.707,2.263
002,1648502673.396,4.214,0.417
002,1648502673.896,1.776,0.138
002,1648502674.396,4.028,0.192
002,1648502674.896,1.846,0.111
002,1648502675.396,3.229,0.09
002,1648502675.896,3.124,0.061
002,1648502676.396,6.737,0.167
002,1648502676.896,1.623,0.193
002,1648502677.396,1.723,0.174
002,1648502677.896,1.763,0.535
002,1648502678.396,0.96,1.169
002,1648502678.896,0.882,3.072
002,1648502679.396,0.274,4.736
002,1648502679.897,0.806,3.516
002,1648502680.397,0.634,2.094
002,1648502680.897,0.447,3.2
002,1648502681.397,0.677,6.442
002,1648502681.897,0.295,5.559
002,1648502682.397,1.341,1.296
002,1648502682.897,0.749,0.902
002,1648502683.397,1.44,0.314
002,1648502683.897,1.6,0.285
002,1648502684.397,3.868,0.475
002,1648502684.897,7.039,0.138
002,1648502685.397,2.513,0.144
002,1648502685.897,1.236,0.506
002,1648502686.397,1.376,0.38
002,1648502686.897,1.789,0.431
002,1648502687.397,1.549,0.303
002,1648502687.897,4.252,0.299
002,1648502688.397,2.362,0.305
002,1648502688.897,2.252,0.452
002,1648502689.397,1.865,0.359
002,1648502689.897,4.733,0.229
002,1648502690.398,2.783,0.259
002,1648502690.898,0.576,0.201
002,1648502691.398,1.767,0.321
002,1648502691.898,1.504,0.45
002,1648502692.398,1.976,0.307
002,1648502692.898,3.197,0.23
002,1648502693.398,1.338,0.256
002,1648502693.898,15.207,0.104
002,1648502694.398,2.235,0.316
002,1648502694.898,2.335,0.245
002,1648502695.398,4.148,0.366
002,1648502695.898,1.653,0.366
002,1648502696.398,2.959,0.336
002,1648502696.898,0.519,0.787
002,1648502697.398,0.744,0.256
002,1648502697.898,1.987,0.369
002,1648502698.398,2.241,0.448
002,1648502698.898,1.381,0.309
002,1648502699.398,4.8,0.233
002,1648502699.898,4.896,0.238
002,1648502700.398,3.874,0.36
002,1648502700.899,2.385,0.255
002,1648502701.399,3.594,0.154
002,1648502701.899,2.694,0.245
002,1648502702.399,4.783,0.185
002,1648502702.899,1.443,0.297
002,1648502703.399,2.908,0.293
002,1648502703.899,11.566,0.37
002,1648502704.399,2.101,0.248
002,1648502704.899,2.484,0.173
002,1648502705.399,2.832,0.242
002,1648502705.899,4.064,0.283
002,1648502706.399,4.239,0.447
002,1648502706.899,3.429,0.226
002,1648502707.399,8.021,0.135
002,1648502707.899,4.139,0.102
002,1648502708.399,6.89,0.066
002,1648502708.899,2.983,0.07
002,1648502709.399,2.227,0.22
002,1648502709.899,2.355,0.139
002,1648502710.399,3.666,0.163
002,1648502710.899,1.781,0.227
002,1648502711.399,2.147,0.216
002,1648502711.900,4.762,0.119
002,1648502712.400,1.621,0.318
002,1648502712.900,3.216,0.248
002,1648502713.400,2.898,0.143
002,1648502713.900,3.94,0.135
002,1648502714.400,17.596,0.086
002,1648502714.900,1.304,0.279
002,1648502715.400,1.143,0.283
002,1648502715.900,1.834,0.195
002,1648502716.400,1.993,0.108
002,1648502716.900,1.887,0.101
002,1648502717.400,1.281,0.136
002,1648502717.900,2.144,0.087
002,1648502718.400,2.787,0.117
002,1648502718.900,2.758,0.158
002,1648502719.400,3.354,0.098
002,1648502719.900,2.468,0.088
002,1648502720.400,3.863,0.105
002,1648502720.900,4.58,0.145
002,1648502721.400,6.762,0.076
002,1648502721.900,1.804,0.094
002,1648502722.401,8.298,0.074
002,1648502722.901,2.852,0.169
002,1648502723.401,3.807,0.098
002,1648502723.901,4.761,0.075
002,1648502724.401,2.026,0.058
002,1648502724.901,4.4,0.082
002,1648502725.401,3.996,0.045
002,1648502725.901,5.345,0.073
002,1648502726.401,4.97,0.089
002,1648502726.901,3.913,0.078
002,1648502727.401,1.47,0.18
002,1648502727.901,1.199,0.15
002,1648502728.401,4.188,0.074
002,1648502728.901,2.963,0.133
002,1648502729.401,4.592,0.078
002,1648502729.901,2.588,0.051
002,1648502730.401,3.929,0.091
002,1648502730.901,5.843,0.08
002,1648502731.401,5.081,0.071
002,1648502731.901,10.765,0.079
002,1648502732.401,5.236,0.061
002,1648502732.902,4.297,0.096
002,1648502733.402,3.514,0.112
002,1648502733.902,2.988,0.12
002,1648502734.402,3.848,0.083
002,1648502734.902,6.335,0.089
002,1648502735.402,4.053,0.402
002,1648502735.902,1.096,1.163
002,1648502736.402,0.633,3.9
002,1648502736.902,0.582,2.559
002,1648502737.402,3.641,0.309
002,1648502737.902,2.535,0.253
002,1648502738.402,7.329,0.111
002,1648502738.902,3.195,0.274
002,1648502739.402,2.411,0.543
002,1648502739.902,1.539,0.305
002,1648502740.402,1.904,0.287
002,1648502740.902,1.45,0.161
002,1648502741.402,1.056,0.111
002,1648502741.902,3.927,0.185
002,1648502742.402,0.505,1.28
002,1648502742.902,0.594,3.286
002,1648502743.403,0.553,4.835
002,1648502743.903,0.596,4.64
002,1648502744.403,0.615,2.194
002,1648502744.903,1.259,4.566
002,1648502745.403,0.515,3.987
002,1648502745.903,0.263,0.945
002,1648502746.403,0.59,0.395
002,1648502746.903,3.695,0.301
002,1648502747.403,5.364,0.194
002,1648502747.903,2.319,0.169
002,1648502748.403,1.687,0.344
002,1648502748.903,1.742,0.201
002,1648502749.403,2.085,0.223
002,1648502749.903,3.212,0.348
002,1648502750.403,1.841,0.278
002,1648502750.903,1.797,0.283
002,1648502751.403,0.795,0.306
002,1648502751.903,2.241,0.272
002,1648502752.403,1.331,0.288
002,1648502752.903,2.424,0.261
002,1648502753.403,2.267,0.23
002,1648502753.903,2.402,0.242
002,1648502754.404,1.936,0.258
002,1648502754.904,2.601,0.185
002,1648502755.404,2.402,0.318
002,1648502755.904,2.859,0.221
002,1648502756.404,4.088,0.154
002,1648502756.904,2.137,0.232
002,1648502757.404,1.74,0.167
002,1648502757.904,1.953,0.178
002,1648502758.404,3.64,0.152
002,1648502758.904,2.165,0.139
002,1648502759.404,3.512,0.119
002,1648502759.904,2.294,0.218
002,1648502760.404,2.429,0.283
002,1648502760.904,2.922,0.266
002,1648502761.404,1.423,0.257
002,1648502761.904,3.033,0.165
002,1648502762.404,5.657,0.163
002,1648502762.904,3.386,0.139
002,1648502763.404,4.292,0.131
002,1648502763.904,10.114,0.06
002,1648502764.404,8.908,0.111
002,1648502764.905,2.01,0.245
002,1648502765.405,4.791,0.172
002,1648502765.905,6.2,0.15
002,1648502766.405,4.428,0.114
002,1648502766.905,7.349,0.329
002,1648502767.405,2.871,1.202
002,1648502767.905,0.37,5.068
002,1648502768.405,0.525,2.775
002,1648502768.905,2.71,1.26
002,1648502769.405,6.262,0.117
002,1648502769.905,2.729,0.095
002,1648502770.405,3.708,0.64
002,1648502770.905,1.076,0.191
002,1648502771.405,1.365,0.123
002,1648502771.905,5.563,0.073
002,1648502772.405,2.384,0.157
002,1648502772.905,3.952,0.139
002,1648502773.405,1.592,0.235
002,1648502773.905,4.038,0.123
002,1648502774.405,1.49,0.174
002,1648502774.905,3.065,0.128
002,1648502775.406,1.104,0.122
002,1648502775.906,1.855,0.196
002,1648502776.406,4.757,0.17
002,1648502776.906,2.945,0.132
002,1648502777.406,4.445,0.132
002,1648502777.906,3.465,0.167
002,1648502778.406,2.959,0.14
002,1648502778.906,3.682,0.106
002,1648502779.406,0.908,0.189
002,1648502779.906,3.887,0.181
002,1648502780.406,2.537,0.173
002,1648502780.906,2.772,0.164
002,1648502781.406,3.198,0.103
002,1648502781.906,7.352,0.125
002,1648502782.406,5.564,0.106
002,1648502782.906,2.647,0.145
002,1648502783.406,2.713,0.102
002,1648502783.906,2.748,0.128
002,1648502784.406,3.324,0.187
002,1648502784.906,4.023,0.162
002,1648502785.406,9.322,0.09
002,1648502785.906,5.066,0.147
002,1648502786.407,5.602,0.168
002,1648502786.907,6.298,0.122
002,1648502787.407,4.036,0.205
002,1648502787.907,0.95,0.209
002,1648502788.407,1.263,0.228
002,1648502788.907,0.943,0.15
002,1648502789.407,4.561,0.046
002,1648502789.907,3.592,0.084
002,1648502790.407,3.55,0.073
002,1648502790.907,6.816,0.066
002,1648502791.407,2.771,0.101
002,1648502791.907,8.591,0.076
002,1648502792.407,23.817,0.032
002,1648502792.907,16.038,0.068
002,1648502793.407,10.204,0.095
002,1648502793.907,2.492,0.148
002,1648502794.407,2.75,0.191
002,1648502794.907,2.27,0.155
002,1648502795.407,1.863,0.157
002,1648502795.907,3.004,0.143
002,1648502796.407,2.199,0.195
002,1648502796.908,0.593,0.914
002,1648502797.408,0.441,6.366
002,1648502797.908,0.949,2.092
002,1648502798.408,0.579,0.789
002,1648502798.908,1.063,0.512
002,1648502799.408,0.479,1.748
002,1648502799.908,0.462,4.269
002,1648502800.408,1.282,1.346
002,1648502800.908,2.341,0.274
002,1648502801.408,1.542,0.122
002,1648502801.908,3.171,0.131
002,1648502802.408,1.613,0.11
002,1648502802.908,2.436,0.109
002,1648502803.408,5.096,0.07
002,1648502803.908,1.702,0.177
002,1648502804.408,2.261,0.15
002,1648502804.908,1.287,0.246
002,1648502805.408,2.942,0.132
002,1648502805.908,1.417,0.219
002,1648502806.408,2.885,0.127
002,1648502806.908,8.367,0.141
002,1648502807.409,2.419,0.222
002,1648502807.909,3.65,0.129
002,1648502808.409,2.589,0.126
002,1648502808.909,1.686,0.138
002,1648502809.409,7.457,0.185
002,1648502809.909,4.685,0.198
002,1648502810.409,4.765,0.096
002,1648502810.909,2.702,0.208
002,1648502811.409,2.649,0.13
002,1648502811.909,2.981,0.12
002,1648502812.409,4.647,0.138
002,1648502812.909,8.411,0.173
002,1648502813.409,9.349,0.186
002,1648502813.909,10.341,0.12
002,1648502814.409,4.371,0.342
002,1648502814.909,1.628,0.246
002,1648502815.409,3.781,0.171
002,1648502815.909,7.146,0.187
002,1648502816.409,6.66,0.168
002,1648502816.909,10.787,0.111
002,1648502817.409,4.829,0.136
002,1648502817.910,3.492,0.236
002,1648502818.410,1.065,0.691
002,1648502818.910,0.504,3.248
002,1648502819.410,0.627,3.131
002,1648502819.910,1.262,0.602
002,1648502820.410,0.839,0.164
002,1648502820.910,1.734,0.181
002,1648502821.410,0.81,0.542
002,1648502821.910,0.985,4.261
002,1648502822.410,0.258,3.681
002,1648502822.910,0.534,1.444
002,1648502823.410,1.676,0.294
002,1648502823.910,0.996,0.249
002,1648502824.410,3.455,0.106
002,1648502824.910,1.747,0.222
002,1648502825.410,1.071,0.303
002,1648502825.910,1.325,0.185
002,1648502826.410,2.073,0.302
002,1648502826.910,1.245,0.15
002,1648502827.410,1.55,0.173
002,1648502827.910,1.993,0.259
002,1648502828.410,2.952,0.27
002,1648502828.911,2.165,0.088
002,1648502829.411,3.355,0.149
002,1648502829.911,3.527,0.088
002,1648502830.411,4.081,0.108
002,1648502830.911,4.342,0.215
002,1648502831.411,3.709,0.137
002,1648502831.911,2.96,0.441
002,1648502832.411,0.847,1.045
002,1648502832.911,0.281,2.006
002,1648502833.411,0.9,4.383
002,1648502833.911,0.867,2.635
002,1648502834.411,1.492,1.428
002,1648502834.911,4.917,0.435
002,1648502835.411,1.502,0.663
002,1648502835.911,0.965,2.006
002,1648502836.411,0.472,4.275
002,1648502836.911,1.729,0.779
002,1648502837.411,2.835,0.33
002,1648502837.911,2.381,0.202
002,1648502838.411,1.477,0.267
002,1648502838.911,1.304,0.259
002,1648502839.412,3.395,0.131
002,1648502839.912,1.869,0.228
