UserID,TotalActionNum,Time,Task,TaskActionNum,Address,Key,AssemblyDist,BlockDist,FunctionDist
004,1,1661809781.929660,Point_of_Interest_Triage_1,1,004078f9,0040797e,18,1,0
004,2,1661809805.201670,Point_of_Interest_Triage_1,2,004079a2,0040797e,0,0,0
004,3,1661809866.762464,Point_of_Interest_Triage_1,3,004078f9,0040797e,18,1,0
004,4,1661809911.236049,Point_of_Interest_Triage_1,4,004076ad,0040797e,114,11,0
004,5,1661809940.677412,Point_of_Interest_Triage_1,5,004078f5,0040797e,19,1,0
004,6,1661810010.642738,Point_of_Interest_Analysis_1,1,004078f9,0040797e,18,1,0
004,7,1661810072.022830,Point_of_Interest_Analysis_1,2,0040790d,0040797e,-1,-1,-1
004,8,1661810088.369594,Point_of_Interest_Analysis_1,3,004076ad,0040797e,114,11,0
004,9,1661810150.658769,Point_of_Interest_Analysis_1,4,004078d2,0040797e,28,1,0
004,10,1661810174.755918,Point_of_Interest_Analysis_1,5,004078d2,0040797e,28,1,0
004,11,1661810217.720341,Point_of_Interest_Analysis_1,6,004078f9,0040797e,18,1,0
004,12,1661810220.796930,Point_of_Interest_Analysis_1,7,004078f9,0040797e,18,1,0
004,13,1661810243.187446,Point_of_Interest_Analysis_1,8,004078f9,0040797e,18,1,0
004,14,1661810394.694759,Point_of_Interest_Triage_2,1,00402444,00402477,14,0,0
004,15,1661810402.206296,Point_of_Interest_Triage_2,2,00402484,00402477,3,0,0
004,16,1661810404.596349,Point_of_Interest_Triage_2,3,00402444,00402477,14,0,0
004,17,1661810518.938394,Point_of_Interest_Analysis_2,1,00402444,00402477,14,0,0
004,18,1661810618.439182,Point_of_Interest_Analysis_2,2,00402469,00402477,4,0,0
004,19,1661810624.460851,Point_of_Interest_Analysis_2,3,00402260,00402477,77,3,0
004,20,1661810661.638975,Point_of_Interest_Analysis_2,4,00402260,00402477,77,3,0
004,21,1661810814.694740,Point_of_Interest_Analysis_2,5,00402444,00402477,14,0,0
004,22,1661810880.095969,Point_of_Interest_Analysis_2,6,00402462,00402477,6,0,0
004,23,1661810884.597949,Point_of_Interest_Analysis_2,7,00402444,00402477,14,0,0
004,24,1661810899.126782,Point_of_Interest_Analysis_2,8,00402444,00402477,14,0,0
004,25,1661811322.701627,Point_of_Interest_Triage_4,1,0040778b,004077eb,12,2,0
004,26,1661811335.347180,Point_of_Interest_Triage_4,2,00407878,004077eb,31,1,0
004,27,1661811388.069304,Point_of_Interest_Analysis_4,1,0040778c,004077eb,15,2,0
004,28,1661811445.130025,Point_of_Interest_Analysis_4,2,00407878,004077eb,31,1,0
004,29,1661811448.213696,Point_of_Interest_Analysis_4,3,00407878,004077eb,31,1,0
004,30,1661811451.391050,Point_of_Interest_Analysis_4,4,00407841,004077eb,19,0,0
004,31,1661811482.929663,Point_of_Interest_Analysis_4,5,0040781b,004077eb,9,0,0
004,32,1661811483.738444,Point_of_Interest_Analysis_4,6,00402170,004077eb,9,0,1
004,33,1661811494.431170,Point_of_Interest_Analysis_4,7,00402174,004077eb,11,0,1
004,34,1661811499.007969,Point_of_Interest_Analysis_4,8,00402170,004077eb,9,0,1
004,35,1661811507.157100,Point_of_Interest_Analysis_4,9,0040778b,004077eb,12,2,0
004,36,1661811526.134718,Point_of_Interest_Analysis_4,10,00407878,004077eb,31,1,0
004,37,1661811574.513236,Point_of_Interest_Analysis_4,11,0040781b,004077eb,9,0,0
004,38,1661811576.185271,Point_of_Interest_Analysis_4,12,0040781b,004077eb,9,0,0
004,39,1661811583.997711,Point_of_Interest_Analysis_4,13,0040781b,004077eb,9,0,0
004,40,1661811584.385750,Point_of_Interest_Analysis_4,14,00402170,004077eb,9,0,1
004,41,1661811599.641004,Point_of_Interest_Analysis_4,15,0040778b,004077eb,12,2,0
004,42,1661811605.753379,Point_of_Interest_Analysis_4,16,00407841,004077eb,19,0,0
004,43,1661811612.529673,Point_of_Interest_Analysis_4,17,00407841,004077eb,19,0,0
004,44,1661811613.885530,Point_of_Interest_Analysis_4,18,00407841,004077eb,19,0,0
004,45,1661811640.435274,Point_of_Interest_Analysis_4,19,00407848,004077eb,21,0,0
004,46,1661811643.969890,Point_of_Interest_Analysis_4,20,00407841,004077eb,19,0,0
004,47,1661811644.707705,Point_of_Interest_Analysis_4,21,00407841,004077eb,19,0,0
004,48,1661811646.172355,Point_of_Interest_Analysis_4,22,00407841,004077eb,19,0,0
004,49,1661811648.579081,Point_of_Interest_Analysis_4,23,00407839,004077eb,16,0,0
004,50,1661811650.487381,Point_of_Interest_Analysis_4,24,0040783b,004077eb,17,0,0
004,51,1661811654.084127,Point_of_Interest_Analysis_4,25,0040783d,004077eb,18,0,0
004,52,1661811659.108315,Point_of_Interest_Analysis_4,26,00407841,004077eb,19,0,0
004,53,1661811665.447106,Point_of_Interest_Analysis_4,27,0040785a,004077eb,26,0,0
004,54,1661811668.729725,Point_of_Interest_Analysis_4,28,00407841,004077eb,19,0,0
004,55,1661811722.410815,Point_of_Interest_Analysis_4,29,00407827,004077eb,12,0,0
004,56,1661811734.141834,Point_of_Interest_Analysis_4,30,004077eb,004077eb,0,0,0
004,57,1661811736.101561,Point_of_Interest_Analysis_4,31,004077eb,004077eb,0,0,0
004,58,1661811804.671512,Point_of_Interest_Analysis_4,32,004077eb,004077eb,0,0,0
