Time,pupilDilation,gazeX,gazeY,gazeVelocity,movingRmssd,deltaGSRsmooth,Agg_stress,Agg_cogLoad
1652458986.9739063,1.3015158672,1307.5827891535,779.763486324,-0.0755978293,0.2114724747,-0.3956479986,-0.092087762,0.4529339343
1652458987.9739063,1.050905384,1588.6774449221,738.7523872319,-0.2813984983,0.2114724747,-0.080433802,0.0655193364,0.485235791
1652458988.9739063,1.2359569041,1359.8796596554,743.0335212517,-0.298566542,0.2106041199,0.4188273797,0.3147157498,0.8273921419
1652458989.9739063,1.2590706493,1667.3432274106,721.0990231976,-0.3449465774,0.0043746875,0.5903355065,0.297355097,0.9247030779
1652458990.9739063,0.9428503564,1326.7278748162,558.3682153337,-0.2784228958,0.1242553509,-0.6171512784,-0.2464479637,0.162849539
1652458991.9739063,1.2273800011,1808.7718715303,554.5737579598,-0.112953064,0.2114724747,-0.3486746099,-0.0686010676,0.4393526956
1652458992.9739063,1.1166086118,1384.6344850573,676.1804771439,-0.1222613309,0.2114724747,0.5027457553,0.357109115,0.8096771835
1652458993.9739063,0.7088744117,1782.9623096086,793.0014360181,1.2926522619,0.2114724747,0.3881775895,0.2998250321,0.5485260006
1652458994.9739063,0.8135728394,1652.4915374226,730.6325894137,-0.2776008106,0.2148120716,-0.2404402197,-0.0128140741,0.2865663098
1652458995.9739063,0.7976506157,1382.2416524537,727.5417149915,-0.3121951461,0.325082473,0.9495975024,0.6373399877,0.873624059
1652458996.9739063,0.8425294957,1557.3851777082,716.4740674246,-0.3483842889,0.2307266654,-0.0800561958,0.0753352348,0.3812366499
1652458997.9739063,0.9782674229,1643.8883614219,730.3305257595,-0.3486884037,0.0502806118,1.933889043,0.9920848274,1.4560782329
1652458998.9739063,1.0651325292,1646.8738302922,757.3427105708,-0.2264887195,-0.1281507223,1.2828971514,0.5773732146,1.1740148403
1652458999.9739063,1.1102259103,1650.2225934774,784.7182641612,-0.1041474714,-0.1082778659,-0.4476470011,-0.2779624335,0.3312894546
1652459000.9739063,1.1553192913,1653.5713566625,812.0938177516,0.0181937768,-0.0044421917,-0.8433279757,-0.4238850837,0.1559956578
1652459001.9739063,1.2004126724,1656.9201198476,839.4693713419,0.1405350249,-0.1140741157,-1.8024606888,-0.9582674022,-0.3010240082
1652459002.9739063,1.2455060534,1660.2688830328,866.8449249323,0.2628762731,-0.1281507223,-1.0805225789,-0.6043366506,0.0824917373
1652459003.9739063,1.2905994345,1663.6176462179,894.2204785227,0.3852175212,-0.1281507223,0.0566316032,-0.0357595595,0.6736155188
1652459004.9739063,1.3356928155,1666.966409403,921.596032113,0.5075587694,-0.1281507223,0.4094977424,0.1406735101,0.8725952789
1652459005.9739063,1.3807861966,1670.3151725882,948.9715857034,0.6299000175,-0.1281507223,-0.4598077727,-0.2939792475,0.4604892119
